Text,Category_Conclusion/Future Work,Category_Data/Dataset,Category_Discussion/Analysis,Category_Experiments/Experimentation,Category_Introduction/Background,Category_Methods/Methodology,Category_Results/Findings,Category_Tools/Technologies,Category_Uncategorized
FIGURE 4.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Possible strings used to search the literature.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"C. DATA SOURCES
Various literature has been studied for a thorough and com-
plete survey.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"We followed the genuine digital databases
such as Springer, IEEEXplore (early access, magazine, and
transaction articles), Science Direct (elsevier), ACM digital
library, Google Scholar for accessing the existing literature
surveys on Facial Sentiment Analysis [56].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D. SEARCH CRITERIA
The search is performed using some standard keywords like
‘‘Facial Sentiment Analysis’’, ‘‘Facial Emotion Recognition’’
and other matching keywords as mentioned in FIGURE 4.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"There exist many articles in different digital libraries, where
the search string is not present either in the title or abstract
[57], then a manual search process was done for such research
papers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IV.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"FACIAL EXPRESSION DATABASES
In this section, we discuss various datasets that are currently
used for training and testing in FER.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"We also presented a
comparative analysis of these datasets based on the articles
90500
VOLUME 8, 2020
K. Patel et al.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
TABLE 4.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Different facial expression databases.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
published till-date.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The comparative analysis of the datasets
is presented in Table 4.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"EXTENDED COHN-KANADE (CK+)
CK+ is the most widely used dataset for FER systems [7],
[38], which contains almost 593 different sequences captured
from 123 different subjects.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sequences may vary between
10 to 50 frames, whereas frames shows the shift from a
neutral face to a speciﬁc expression [7].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"THE JAPANESE FEMALE FACIAL EXPRESSION
JAFFE data-set includes 219 different images with 7 facial
expressions captured from 10 Japanese female models [73].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Images of each and every model were captured while look-
ing through a camers with semi-reﬂective plastic sheet.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"To remove less illumination problem on the face, tungsten
lights were used.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"C. RADBOUD FACES DATABASE (RAFD)
RaFD database is the database of portrait images of 49 sub-
jects of 39 Dutch adults and 10 Dutch children [42].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"All
models have 8 facial emotions like neutral, sadness, happi-
ness, disgust, anger, contempt, surprise, and fear with three
gaze directions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Every emotion in the image was shown with
eyes coordinated straight ahead, deﬂected to the left side, and
turned away to the right side.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Pictures were captured with
white background from ﬁve different camera angles at the
same time from left to right with 45◦angle.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"There are total
of 120 images for each model.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"VOLUME 8, 2020
90501
K. Patel et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
D. DELIBERATE EXPRESSION DATASET MMI
MMI database is a laboratory-controlled database which
contains 326 sequences from 32 subjects [39], [74].",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"There
are total of 213 sequences labeled with 6 expressions
and the main advantage of this database is that there are
205 sequences captured in frontal view.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The difference
between CK+ and this database is that this database contains
sequences which starts with a neutral expression and reaches
to the speciﬁc expression at the middle of the sequence
and then returns to the neutral expression.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It is a complex
database because there exist large relational variations due
to the images have the same expressions and non-uniformity
(many of the images have glasses, long hair, and mustache).",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Researchers widely use the ﬁrst and the last three frames to
the ﬁnal expression to perform emotion recognition task [7].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"E. FER2013
This database was ﬁrst established during the ICML
2013 challenges of Kaggle [7], [45].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It includes a large num-
ber of images and important characteristics.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"It also includes
unconstrained images collected automatically by Google
image search API.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"It contains 28,709 images for the training
set, 3,589 images for validation set, and 3,589 images for test
set, which sums up to total 35,887 images with 7 expression
labels [7].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"All these images have been reduced to the size of
(48 × 48) pixels.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"This is one of the most challenging datasets
in FER.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"F. TORONTO FACE DATABASE (TFD)
It is the combination of different FER datasets [44].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It includes 1,12,234 images, 4,178 of which are labeled
with one of the seven expression labels, such as sadness,
surprise, fear, happiness, anger, disgust, and neutral [7].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The
main advantage of this dataset is that it contains images that
have faces been already detected and reduced to the size of
(48 × 48).",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"There are 5 folds in this database where each fold
has 70% of images for the training set, 10% of images for the
validation set, and remaining for test set [7].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"G. MULTI-PIE
This database contains 755,370 images with 337 subjects
[41].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The main advantage of this database is that it includes
images with 15 different viewpoints and 19 diverse illu-
mination conditions and each image is named as one
of the 6 expression.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is mainly used for multi-view
3D FER [7].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"H. STATIC FACIAL EXPRESSIONS IN THE WILD (SFEW)
IT was designed by selecting frames (static) from the acted
facial expressions in wild (AFEW) [67].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The advanced SFEW
2.0 was the benchmarking data used for EmotiW 2015 chal-
lenge.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It includes 958 images for train, 436 images for
validation, and 372 for test set labeled with 7 expression
labels [7].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"I. OULU-CASIA
Oulu-CASIA NIR (near-infrared) and VIS (visible light)
facial expression database with six diverse expressions (sur-
prise, happiness, sadness, anger, fear, and disgust) having
80 subjects between the ages of 23 and 58 years [40].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"73.8%
of the subjects are males and the rest are females.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The image
resolution is 320 × 240 pixels.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"J. MULTIMEDIA UNDERSTANDING GROUP
It is also known as MUG [43] dataset, which is a
laboratory-controlled dataset with 6 basic emotions-anger,
disgust, fear, happy, sad, surprise, and neutral.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This database
is divided into two segments.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"In the initial segment, the sub-
jects were approached to play out the six basic emotions.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The
subsequent part contains a research facility that prompted
feelings.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"There is a total of 86 subjects and 1462 image
sequences.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A camera has the option to click pictures at a
pace of 19 frames/second.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Each picture is in jpg format with
(896 × 896) pixels and 240 to 340 KB size.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"This dataset was
made to defeat the restrictions of other comparable datasets
in FER, such as high goals, uniform lighting, numerous sub-
jects, and numerous clicks per subject.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"K. AFFECTNET
It is a dataset for the identiﬁcation of wild human expressions.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It has above 1 million different images to be collected from
the internet source by using over 1200 keywords related to
human emotions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"L. EMOTIC
It is a facial emotion dataset with EMOTions In Context.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It collected the images of people in the real environment with
apparent emotions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
It has widest 26 emotions categories.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"V. FACIAL SENTIMENT ANALYSIS:
THE PROPOSED TAXONOMY
This section presents the taxonomy for Facial Sentiment
Analysis, which is splitted into three subsections such as
pre-processing (face detection, dimension reduction, and nor-
malization), feature extraction, and emotion classiﬁcation.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The detailed taxonomy for FER is shown in FIGURE 5.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A. FACIAL DETECTION, DIMENSION REDUCTION, AND
NORMALIZATION
In this section, we discuss the various face detection, dimen-
sion reduction, and normalization techniques that are widely
used in FER models.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"We also highlight and compare the
various face detection techniques proposed by different
researches.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Table 5 shows the comparison of various state-
of-art detection techniques available in existing literature.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"1) VIOLA-JONES FACE DETECTION ALGORITHM
Viola-Jones is extensively used to perceive the face from an
image.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The training time of this algorithm quite long, but face
identiﬁcation is fast.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"It needs the full front view of the face as
90502
VOLUME 8, 2020
K. Patel et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
FIGURE 5.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The proposed taxonomy for facial sentiment analysis.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TABLE 5.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A relative comparison of various state-of-the-art facial detection techniques.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
an input image.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"It has four stages, such as haar-like features,
integral graphs, AdaBoost training, and cascading classiﬁer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"• Haar-Like Features: Viola-Jones algorithm uses Haar-
like features, 1.e., a scalar product between the image
and some Haar-like templates [82].",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"As shown in FIG-
URE 6, edge features, linear features, center features,
and diagonal features are the four Haar features used
in Viola-Jones face detection algorithm [83].",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"There are
two regions, as shown in the ﬁgure, black shaded and
white shaded regions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The eigenvalue is calculated using
the difference between those two regions for linear fea-
tures [83].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"eigenvalue(v) =
X
white
−
X
black
(1)
eigenvalue(v) =
X
white
−2 ×
X
black
,
(2)
• Integral Graph: As the dimension of the generated Haar
feature is large, a technique called integral map can be
used to isolate the picture cells, such as 2D coordinates
of the gray-scale picture and the estimations of every
pixel point [83].",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The procedure to make an integral graph
is that each pixel is made equivalent to the total of all
pixels above and to one side of the concerned pixel.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Henceforth, the total of all pixels in the rectangle shape
is determined.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"• AdaBoost Training: This training algorithm is a weak
classiﬁer and is made to learn multiple times to become
good.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The two things that we need to consider for the
classiﬁcation of an image.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"First, the locale of the eyes
is darker than the district of the nose and the cheeks,
whereas the other thing is, eyes should be darker than
nasal scaffold [75].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"VOLUME 8, 2020
90503
K. Patel et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
FIGURE 6.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Four different types of Haar-like feature representations [83].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"• Cascading Classiﬁers: We can classify the face or not
a face in a single image using a single classiﬁer, but
the result of that might not reach our expectations.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"So,
in Viola-Jones, we use cascading classiﬁers to make this
classiﬁcation accurate.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Stages of the cascading classiﬁer
is shown in FIGURE 7.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"If one of the stages fails, then the
image is not a face, but if it successfully reaches the last
classiﬁer, then the image is classiﬁed as a face and store
it into the corresponding database.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Viola-Jones is not capable of handling occlusion and rigid
objects.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"So the algorithm might generate false detection of
face.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"To overcome this issue, the authors in [83] proposed
the modiﬁed Viola-Jones algorithm using composite fea-
tures.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The procedure to detect the face using the modiﬁed
Viola-Jones algorithm is as follows.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"• A rectangular frame of the face is determined using
Viola-Jones.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"• The face in the rectangular frame is then calibrated and
handled into four sorts of sub-images.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"• The features are extracted from the acquired face and
four sub-images using Zero/Null Space Linear Discrim-
inant Analysis (NLDA).",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"• Then, the extracted features are evaluated by using dis-
criminant distance.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"• Now new composite feature vectors are generated from
the discriminant values and then they are fed to a classi-
ﬁer for face recognition.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2) PRINCIPAL COMPONENT ANALYSIS
The fundamental thought behind the PCA is that multi-
attribute data is projected onto a linear lower-dimensional
space.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This subspace is known as the principal subspace.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The
human face can be recognized using eigen face.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Eigen space
(the basis of faces) is a set of eigen vectors (the covariance
network of the face space) is to classify the faces according
to their basis representation.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Steps to create the eigen faces
are described as follows.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"• Provide a training set of faces with pixel resolution of
w × h.
• Then the mean is calculated and subtracted from each
image in the matrix.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Weight of the kth eigen face is
wk = V T
k (U −M), // where Input image vector U ∈Rn
(training set) and mean M.
Then W = [w1, w2, .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
", wk, .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
", wn]
• Calculate Euclidean distance (D) of Wx and W.
• After calculating Euclidean distance, the image is clas-
siﬁed as face or not a face.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Islam et al.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[84] used PCA to reduce the redundant features.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They have used downsampling to eliminate the number of
redundant features.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Consider the size of an image as (m × n).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The size gets (40 × m × n) after ﬁltering its size, but after
downsampling its size reduced to (10 × m × n), i.e., the
dimension is reduced by a factor of 4.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Later, Luo et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[85]
used PCA to extract global features from an image that are
important, but they can be environment-sensitive for facial
expression.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"To overcome such issue, some local features are
also selected using LBP.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"3) LINEAR DISCRIMINANT ANALYSIS
LDA is the same as PCA, which is used to reduce the
dimensions of a given data.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Like the eigenface in PCA, LDA
FIGURE 7.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cascading classifier.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
